taxon,gi,ena,description
5855,157098056,"CM000446.1 Plasmodium vivax chromosome 5, whole genome shotgun sequence
","Plasmodium vivax chromosome 5, whole genome shotgun sequence
"
5855,157098048,"CM000454.1 Plasmodium vivax chromosome 13, whole genome shotgun sequence
","Plasmodium vivax chromosome 13, whole genome shotgun sequence
"
4896,157310380,CU329671.1,"Schizosaccharomyces pombe chromosome II, complete sequence
"
5661,361050138,FR799613.2,"Leishmania donovani BPK282A1 complete genome, chromosome 26
"
5661,361050146,FR799618.2,"Leishmania donovani BPK282A1 complete genome, chromosome 31
"
178876,23630288,AY101381.1,"Cryptococcus neoformans var. grubii strain H99 mitochondrion, complete genome
"
573826,223644565,FM992694.1,"Candida dubliniensis CD36 chromosome 7, complete sequence
"
5478,49526114,CR380954.1,"Candida glabrata strain CBS138 chromosome H complete sequence
"
5661,361050166,FR799601.2,"Leishmania donovani BPK282A1 complete genome, chromosome 14
"
294748,90659816,"CH672354.1 Candida albicans WO-1 chromosome 2 supercont1.9 genomic scaffold, whole genome shotgun sequence
","Candida albicans WO-1 chromosome 2 supercont1.9 genomic scaffold, whole genome shotgun sequence
"
5478,49524492,CR380949.1,"Candida glabrata strain CBS138 chromosome C complete sequence
"
5855,157098052,"CM000450.1 Plasmodium vivax chromosome 9, whole genome shotgun sequence
","Plasmodium vivax chromosome 9, whole genome shotgun sequence
"
5661,361050147,FR799619.2,"Leishmania donovani BPK282A1 complete genome, chromosome 32
"
5661,361050173,FR799607.2,"Leishmania donovani BPK282A1 complete genome, chromosome 20
"
5661,361050167,FR799602.2,"Leishmania donovani BPK282A1 complete genome, chromosome 15
"
573826,223642294,FM992690.1,"Candida dubliniensis CD36 chromosome 3, complete sequence
"
32644,254922366,AE014185.2,"Plasmodium falciparum 3D7 chromosome 10, complete sequence
"
294748,90659821,"CH672349.1 Candida albicans WO-1 chromosome 4 supercont1.4 genomic scaffold, whole genome shotgun sequence
","Candida albicans WO-1 chromosome 4 supercont1.4 genomic scaffold, whole genome shotgun sequence
"
283643,50345807,"CM000046.1 Cryptococcus neoformans var. neoformans B-3501A chromosome 7, whole genome shotgun sequence
","Cryptococcus neoformans var. neoformans B-3501A chromosome 7, whole genome shotgun sequence
"
5661,361050141,FR799615.2,"Leishmania donovani BPK282A1 complete genome, chromosome 28
"
294748,92090994,"CM000310.1 Candida albicans WO-1 chromosome 3, whole genome shotgun sequence
","Candida albicans WO-1 chromosome 3, whole genome shotgun sequence
"
32644,255528741,AE014187.2,"Plasmodium falciparum 3D7 chromosome 14, complete sequence
"
5855,157098050,"CM000452.1 Plasmodium vivax chromosome 11, whole genome shotgun sequence
","Plasmodium vivax chromosome 11, whole genome shotgun sequence
"
283643,50345809,"CM000044.1 Cryptococcus neoformans var. neoformans B-3501A chromosome 5, whole genome shotgun sequence
","Cryptococcus neoformans var. neoformans B-3501A chromosome 5, whole genome shotgun sequence
"
330879,67471101,"CM000173.1 Aspergillus fumigatus Af293 chromosome 5, whole genome shotgun sequence
","Aspergillus fumigatus Af293 chromosome 5, whole genome shotgun sequence
"
573826,223644953,FM992695.1,"Candida dubliniensis CD36 chromosome R, complete sequence
"
573826,223643651,FM992692.1,"Candida dubliniensis CD36 chromosome 5, complete sequence
"
5661,361050164,FR799599.2,"Leishmania donovani BPK282A1 complete genome, chromosome 12
"
746128,380714936,JQ346808.1,"Aspergillus fumigatus strain AF293 mitochondrion, complete genome
"
283643,50345802,"CM000051.1 Cryptococcus neoformans var. neoformans B-3501A chromosome 12, whole genome shotgun sequence
","Cryptococcus neoformans var. neoformans B-3501A chromosome 12, whole genome shotgun sequence
"
5855,157098057,"CM000445.1 Plasmodium vivax chromosome 4, whole genome shotgun sequence
","Plasmodium vivax chromosome 4, whole genome shotgun sequence
"
330879,67471100,"CM000174.1 Aspergillus fumigatus Af293 chromosome 6, whole genome shotgun sequence
","Aspergillus fumigatus Af293 chromosome 6, whole genome shotgun sequence
"
573826,223641320,FM992689.1,"Candida dubliniensis CD36 chromosome 2, complete sequence
"
5661,361050171,FR799605.2,"Leishmania donovani BPK282A1 complete genome, chromosome 18
"
283643,50345808,"CM000045.1 Cryptococcus neoformans var. neoformans B-3501A chromosome 6, whole genome shotgun sequence
","Cryptococcus neoformans var. neoformans B-3501A chromosome 6, whole genome shotgun sequence
"
330879,67471091,"CM000175.1 Aspergillus fumigatus Af293 chromosome 7, whole genome shotgun sequence
","Aspergillus fumigatus Af293 chromosome 7, whole genome shotgun sequence
"
5478,49525288,CR380952.1,"Candida glabrata strain CBS138 chromosome F complete sequence
"
283643,50345801,"CM000052.1 Cryptococcus neoformans var. neoformans B-3501A chromosome 13, whole genome shotgun sequence
","Cryptococcus neoformans var. neoformans B-3501A chromosome 13, whole genome shotgun sequence
"
5855,157098059,"CM000443.1 Plasmodium vivax chromosome 2, whole genome shotgun sequence
","Plasmodium vivax chromosome 2, whole genome shotgun sequence
"
5661,361050172,FR799606.2,"Leishmania donovani BPK282A1 complete genome, chromosome 19
"
5661,322499315,FR799611.1,"Leishmania donovani BPK282A1 complete genome, chromosome 24
"
102193,574585097,KF806482.1,"Ophisaurus harti mitochondrion, complete genome
"
557178,198387200,FJ169955.1,"Neopanorpa pulchra mitochondrion, complete genome
"
61452,78157535,DQ257669.1,"Neofelis nebulosa mitochondrion, complete genome
"
34828,166788118,AM905040.1,"Eulemur mongoz complete mitochondrial genome
"
66434,347801953,JN632654.1,"Madoqua kirkii isolate SUN mitochondrion, complete genome
"
66062,297340638,HM125578.1,"Rhinopithecus avunculus mitochondrion, complete genome
"
5855,529217945,JQ240403.1,"Plasmodium vivax isolate V08A19 mitochondrion, complete genome
"
101849,115344927,AM181024.1,"Lobodon carcinophaga complete mitochondrial genome
"
443636,190715142,AP009403.1,"Leptochilichthys agassizii mitochondrial DNA, complete genome
"
164648,88174288,DQ355301.1,"Procolobus badius mitochondrion, complete genome
"
7883,18001008,AF302934.1,"Lepidosiren paradoxa mitochondrion, complete genome
"
172116,806391978,AP004196.1,"Gigantura chuni mitochondrial DNA, almost complete genome
"
571825,705246257,KM100639.1,"Glyphis glyphis isolate GL7_S53 mitochondrion, complete genome
"
28835,2160231,U23045.1,"Cepaea nemoralis mitochondrion, complete genome
"
1417361,557469400,KF590536.1,"Abrota ganga isolate N793 mitochondrion, complete genome
"
57303,401785377,JN628858.1,"Genyochromis mento mitochondrion, complete genome
"
9796,312263378,HQ439451.1,"Equus caballus isolate 1 breed Bashkir Curly mitochondrion, complete genome
"
7375,409031777,JX913749.1,"Lucilia cuprina strain DI213.1 mitochondrion, complete genome
"
9719,115345067,AM181034.1,"Phoca sibirica complete mitochondrial genome
"
43328,347802541,JN632696.1,"Rucervus duvaucelii isolate CYTO mitochondrion, complete genome
"
9541,758373920,KM851001.1,"Macaca fascicularis isolate MFAS42 mitochondrion, complete genome
"
39432,316993046,HQ644339.1,"Saimiri boliviensis boliviensis mitochondrion, complete genome
"
7936,597440758,KJ564246.1,"Anguilla anguilla isolate BU_Y_8 mitochondrion, complete genome
"
497866,166093082,EU410487.1,"Eudynamys taitensis mitochondrion, complete genome
"
72491,11139100,AF301594.1,"Triatoma dimidiata mitochondrial DNA, complete genome
"
6687,7243610,AF217843.1,"Penaeus monodon, complete mitochondrial genome
"
288315,84371575,DQ333814.1,"Salamandrella keyserlingii mitochondrion, complete genome
"
37011,350994590,JF727171.1,"Pan troglodytes troglodytes isolate Chinoc mitochondrion, complete genome
"
42267,657406588,KJ647171.1,"Apodemia mormo voucher AP1234 mitochondrion, complete genome
"
139036,325127014,HQ897685.1,"Corcyra cephalonica mitochondrion,complete genome
"
330485,427920544,JX977846.1,"Pleodorina starrii plastid, complete genome
"
111462,347979277,JF284690.1,"Oncomelania hupensis hupensis isolate HBJL mitochondrion, complete genome
"
59542,207559994,FJ207537.1,"Pseudois nayaur mitochondrion, complete genome
"
9770,507590620,KC572857.1,"Balaenoptera physalus isolate 94605 mitochondrion, complete genome
"
74533,545484678,KF297576.1,"Panthera tigris altaica mitochondrion, complete genome
"
9913,355331251,JN817349.1,"Bos taurus isolate S13 mitochondrion, complete genome
"
576137,336326748,JN031566.1,"Phialocephala subalpina voucher UAMH:11012 mitochondrion, complete genome
"
261503,47026670,AY605473.1,"Rhineura floridana voucher MVZ 233342 mitochondrion, complete genome
"
9541,758374424,KM851037.1,"Macaca fascicularis isolate MFAS29 mitochondrion, complete genome
"
178539,158668089,EU237477.1,"Callyspongia plicifera mitochondrion, complete genome
"
238855,395805733,JQ348398.1,"Garrulax canorus voucher AHNU:A0040 mitochondrion, complete genome
"
497108,268373364,GU136397.1,"Candida jiufengensis strain AS2.3688 mitochondrion, complete genome
"
5778,290775696,GU828005.1,"Hartmannella vermiformis mitochondrion, complete genome
"
9760,482867041,KC776716.1,"Ziphius cavirostris isolate SWFSC ID z0009122 mitochondrion, complete genome
"
5802,320335989,HQ702484.1,"Eimeria tenella mitochondrion, complete genome
"
30521,381342557,JQ437480.1,"Bos grunniens mitochondrion, complete genome
"
559169,199582642,FJ171324.1,"Ascaloptynx appendiculatus mitochondrion, complete genome
"
127387,124388084,EF206315.1,"Reticulitermes santonensis isolate IS54 mitochondrion, complete genome
"
6210,451171703,AB786664.1,"Echinococcus granulosus mitochondrial DNA, complete genome, sample code: 52LI07
"
9915,37545825,AY126697.1,"Bos indicus breed Nellore mitochondrion, complete genome
"
73288,559767994,KF746346.1,"Helianthus giganteus isolate DB01 plastid, complete genome
"
31312,5880684,AF137379.1,"Nephroselmis olivacea chloroplast DNA, complete genome
"
256136,482865846,KC701724.1,"Architeuthis dux isolate C mitochondrion, complete genome
"
288315,407029823,JX508749.1,"Salamandrella keyserlingii isolate SK711 mitochondrion, complete genome
"
1264566,721136284,KM206568.1,"Thalictrum coreanum plastid, complete genome
"
341118,576896697,KF908768.1,"Cobitis granoei mitochondrion, complete genome
"
9970,373446464,JQ235505.1,"Syncerus caffer isolate 411 mitochondrion, complete genome
"
1415603,555946181,KF554428.1,"Chlorella sp. ArM0029B mitochondrion, complete genome
"
366905,686400357,AP014587.1,"Bothus pantherinus mitochondrial DNA, complete genome
"
5854,526482747,JX893154.1,"Plasmodium reichenowi clone 20A mitochondrion, complete genome
"
9913,306977421,HQ184041.1,"Bos taurus isolate Rom553 mitochondrion, complete genome
"
6182,385198254,JQ781210.1,"Schistosoma japonicum isolate SJLEYM5 mitochondrion, complete genome
"
253189,540067539,KF240616.1,"Hypseocharis bilobata chloroplast, complete genome
"
9644,357593831,HQ685905.1,"Ursus arctos isolate 5 mitochondrion, complete genome
"
10092,7770098,AB042432.1,"Mus musculus domesticus mitochondrial DNA, complete genome
"
9541,758374116,KM851015.1,"Macaca fascicularis isolate MFAS10 mitochondrion, complete genome
"
5855,529218029,JQ240424.1,"Plasmodium vivax isolate V08B17 mitochondrion, complete genome
"
59291,378967062,JQ661385.1,"Coregonus lavaretus isolate Est8 mitochondrion, complete genome
"
316406,343478459,JN252050.1,"Cheilochromis euchilus mitochondrion, complete genome
"
9654,347581873,AB462045.1,"Procyon lotor mitochondrial DNA, complete genome, specimen_voucher: personal:Tomoharu Tokutomi:NDMC-PL-C19023
"
161395,429536992,KC128846.1,"Cistanche deserticola chloroplast, complete genome
"
1451183,575525542,KF857260.1,"Microphysogobio tafangensis mitochondrion, complete genome
"
215356,157679302,AP006000.1,"Lutjanus rivulatus mitochondrial DNA, complete genome
"
882799,383387922,JQ302310.1,"Baikalospongia intermedia profundalis mitochondrion, complete genome
"
1230383,459351451,HF558646.1,"Malassezia sympodialis ATCC 42132 complete mitochondrial genome
"
480914,29501122,AB054131.1,"Eigenmannia sp. CBM-ZF-10620 mitochondrial DNA, complete genome
"
79674,49175758,AY659990.1,"Macrobrachium rosenbergii mitochondrion, complete genome
"
1621113,765366607,KP128995.1,"Urocyon littoralis littoralis isolate CHIS-30061 mitochondrion, complete genome
"
302047,374674353,AB517557.1,"Seriola lalandi mitochondrial DNA, complete genome
"
3659,115432784,DQ865975.1,"Cucumis sativus cultivar GY14 chloroplast, complete genome
"
37012,350995230,JF727218.1,"Pan troglodytes verus isolate King-Louis mitochondrion, complete genome
"
206093,441416043,AP012248.1,"Electrona antarctica mitochondrial DNA, almost complete genome
"
9644,357594391,HQ685945.1,"Ursus arctos isolate 45 mitochondrion, complete genome
"
1501715,647393827,LK022684.1,"Gramastacus lacus mitochondrial complete genome
"
543398,192757872,EU827200.1,"Cymatium parthenopeum mitochondrion, complete genome
"
9970,373447024,JQ235545.1,"Syncerus caffer isolate 3484 mitochondrion, complete genome
"
48799,269812100,GU138699.1,"Setaria digitata mitochondrion, complete genome
"
201705,575525197,KF836441.1,"Sebastes oblongus mitochondrion, complete genome
"
7004,364503889,JN858163.1,"Locusta migratoria isolate Nanj_Jiangs_Chin5 mitochondrion, complete genome
"
6941,461692206,KC503261.1,"Rhipicephalus microplus isolate BomiB mitochondrion, complete genome
"
143350,16267298,AP002949.1,"Pagrus major mitochondrial DNA, complete genome
"
9913,532694247,KF163089.1,"Bos taurus isolate 35 mitochondrion, complete genome
"
79327,753176482,KM821047.2,"Schmidtea mediterranea mitochondrion, complete genome
"
1234273,444327329,KC287172.1,"Tachysurus fulvidraco voucher ECSFRI-PF01 mitochondrion, complete genome
"
9417,4164474,AF061340.1,"Artibeus jamaicensis mitochondrial DNA, complete genome
"
328566,110083973,DQ825686.1,"Savalia savaglia mitochondrion, complete genome
"
9901,157778803,EU177871.1,"Bison bison mitochondrion, complete genome
"
3659,67511377,AJ970307.1,"Cucumis sativus chloroplast complete genome
"
1282961,576597375,KF874277.1,"Boleophthalmus boddarti mitochondrion, complete genome
"
206143,641452921,KJ569773.1,"Pampus argenteus mitochondrion, complete genome
"
1224734,401786876,JX308221.1,"Songmachilis xinxiangensis mitochondrion, complete genome
"
118229,293651479,AB262447.2,"Pseudotrapelus sinaitus mitochondrial DNA, complete genome
"
9644,357593943,HQ685913.1,"Ursus arctos isolate 13 mitochondrion, complete genome
"
70868,542132335,AP006828.1,"Sphyraena barracuda mitochondrial DNA, complete genome
"
7924,13537028,AB042952.1,"Amia calva mitochondrial DNA, complete genome
"
43700,808781753,KP779624.1,"Monopterus albus from China: Hunan province mitochondrion, complete genome
"
119676,237781114,FJ385029.1,"Arthroderma obtusum strain ATCC 42129 mitochondrion, complete genome
"
7213,5101664,AJ242872.1,"Ceratitis capitata complete mitochondrial genome
"
157729,226247296,FJ841968.1,"Saccostrea mordax mitochondrion, complete genome
"
496413,669174685,KJ748376.1,"Triaenodon obesus mitochondrion, complete genome
"
1470580,589913336,KJ018924.1,"Lamprotula gottschei mitochondrion, complete genome
"
321166,170935666,AM412316.1,"Toxocara malaysiensis complete mitochondrial genome
"
443631,190715100,AP009400.1,"Bathyprion danae mitochondrial DNA, complete genome
"
9615,723429727,KM061560.1,"Canis lupus familiaris isolate Cf_stp69 mitochondrion, complete genome
"
7004,364503833,JN858159.1,"Locusta migratoria isolate Nanj_Jiangs_Chin1 mitochondrion, complete genome
"
1030197,589913253,KJ010812.1,"Podocarpus lambertii chloroplast, complete genome
"
1146932,375300307,JQ348961.1,"Elodia flavipalpis mitochondrion, complete genome
"
167541,226247283,FJ841967.1,"Crassostrea iredalei mitochondrion, complete genome
"
142658,548292734,KF422893.1,"Polyplectron germaini mitochondrion, complete genome
"
340419,378787212,JQ423460.1,"Coelomactra antiquata mitochondrion, complete genome
"
84335,41352358,AY456189.1,"Hutchinsoniella macracantha mitochondrion, complete genome
"
6551,671696078,KM192127.1,"Mytilus trossulus isolate 152mc10 mitochondrion, complete genome
"
129105,574958329,KF824864.1,"Drosophila santomea strain san_Quija12 mitochondrion, complete genome
"
9913,532693981,KF163070.1,"Bos taurus isolate 14 mitochondrion, complete genome
"
182771,645928446,KJ708764.1,"Pyropia perforata voucher LD-Ag 13038, lower specimen on lectotype sheet of Porphyra perforata mitochondrion, complete genome
"
8073,25005635,AP004414.1,"Lophius americanus mitochondrial DNA, complete genome
"
215358,162946593,EU339149.1,"Larimichthys crocea mitochondrion, complete genome
"
194366,269996108,GU190362.1,"Culter alburnus mitochondrion, complete genome
"
7091,18640062,AB070264.1,"Bombyx mori mitochondrial DNA, complete genome, strain: C-108
"
316492,808781801,KP749924.1,"Viola seoulensis plastid, complete genome
"
9534,61743821,AY863426.1,"Cercopithecus aethiops mitochondrion, complete genome
"
